txn_id,acct_no,txn_amt_pence,txn_ccy,txn_type,txn_ts,merchant_nm,mcc_code,_loaded_at
500532,1073,-30221,GBP,card_purchase,2025-12-06 16:12:00,John Lewis,7298,2026-08-10 23:00:00
500533,1062,-14592,USD,card_purchase,2026-06-12 15:56:00,John Lewis,6352,2026-08-10 18:00:00
500534,1053,-17408,GBP,card_purchase,2026-02-11 07:26:00,Pret A Manger,6587,2026-08-10 22:00:00
500535,1052,-36493,EUR,card_purchase,2025-08-31 00:08:00,Shell,7362,2026-08-10 18:00:00
500536,1046,-44918,EUR,card_purchase,2026-04-21 05:43:00,Pret A Manger,7454,2026-08-10 20:00:00
500537,1031,-15171,GBP,card_purchase,2025-07-30 16:05:00,Pret A Manger,6433,2026-08-10 18:00:00
500538,1020,-44440,GBP,direct_debit,2025-07-08 20:53:00,John Lewis,7428,2026-08-10 23:00:00
500539,1098,-40826,EUR,card_purchase,2025-11-06 22:06:00,Netflix,7427,2026-08-10 19:00:00
500540,1063,-37942,GBP,card_purchase,2026-05-09 07:43:00,Shell,5632,2026-08-10 17:00:00
500541,1062,-11605,USD,card_purchase,2025-11-07 22:28:00,TfL,5904,2026-08-10 16:00:00
500542,1041,-25016,USD,transfer_out,2025-08-24 00:00:00,,,2026-08-10 22:00:00
500543,1042,-36100,GBP,card_purchase,2026-02-06 04:05:00,Uber,6382,2026-08-10 19:00:00
500544,1061,-27933,USD,card_purchase,2025-10-01 13:37:00,Pret A Manger,7127,2026-08-10 18:00:00
500545,1047,-8744,EUR,card_purchase,2026-01-17 15:32:00,Boots,6347,2026-08-10 22:00:00
500546,1093,-25111,USD,card_purchase,2026-03-25 16:25:00,Pret A Manger,6008,2026-08-10 21:00:00
500547,1061,-41480,USD,card_purchase,2026-08-06 18:34:00,Deliveroo,7598,2026-08-10 18:00:00
500548,1101,37363,EUR,transfer_in,2025-12-04 14:44:00,,,2026-08-10 23:00:00
500549,1051,-16815,GBP,card_purchase,2026-06-21 01:50:00,TfL,7990,2026-08-10 22:00:00
500550,1058,-36873,GBP,card_purchase,2025-07-25 13:44:00,Deliveroo,6466,2026-08-10 18:00:00
500551,1003,-39837,GBP,direct_debit,2026-01-12 20:38:00,Pret A Manger,7773,2026-08-10 21:00:00
500552,1100,-32098,EUR,transfer_out,2026-03-18 12:40:00,,,2026-08-10 16:00:00
500553,1114,-41549,USD,card_purchase,2026-07-01 11:21:00,Shell,6097,2026-08-10 18:00:00
500554,1054,-4825,EUR,card_purchase,2025-09-21 04:24:00,Amazon UK,6074,2026-08-10 18:00:00
500555,1030,-17679,EUR,card_purchase,2026-03-03 13:19:00,Boots,7030,2026-08-10 19:00:00
500556,1114,29660,USD,transfer_in,2025-12-26 12:13:00,,,2026-08-10 17:00:00
500557,1022,-43536,GBP,transfer_out,2026-05-08 23:52:00,,,2026-08-10 19:00:00
500558,1121,-11088,GBP,card_purchase,2025-07-26 01:13:00,Sainsburys,5832,2026-08-10 22:00:00
500559,1009,-26168,GBP,card_purchase,2025-12-11 06:57:00,Deliveroo,5751,2026-08-10 22:00:00
500560,1034,25698,GBP,transfer_in,2025-09-28 19:55:00,,,2026-08-10 19:00:00
500561,1030,-8434,EUR,card_purchase,2026-04-06 00:42:00,Shell,7568,2026-08-10 21:00:00
500562,1004,-21462,GBP,direct_debit,2026-07-24 02:38:00,TfL,7324,2026-08-10 19:00:00
500563,1071,-38870,GBP,card_purchase,2025-12-26 19:16:00,Boots,7281,2026-08-10 17:00:00
500564,1068,-22902,GBP,card_purchase,2025-09-17 03:26:00,TfL,7621,2026-08-10 20:00:00
500565,1104,-17176,EUR,card_purchase,2026-06-26 09:41:00,Shell,6654,2026-08-10 23:00:00
500566,1001,-35218,EUR,card_purchase,2025-11-16 19:38:00,Tesco,7425,2026-08-10 16:00:00
500567,1039,-15302,GBP,card_purchase,2026-08-06 10:09:00,Tesco,7656,2026-08-10 18:00:00
500568,1025,-10850,EUR,card_purchase,2026-01-12 06:33:00,Spotify,7007,2026-08-10 17:00:00
500569,1029,34006,USD,transfer_in,2026-03-29 21:33:00,,,2026-08-10 19:00:00
500570,1037,-27210,GBP,direct_debit,2025-09-12 00:26:00,Pret A Manger,5691,2026-08-10 21:00:00
500571,1018,-29822,GBP,card_purchase,2026-03-15 20:20:00,Uber,7961,2026-08-10 16:00:00
500572,1025,-35209,EUR,card_purchase,2026-02-27 23:51:00,Tesco,6172,2026-08-10 22:00:00
500573,1037,-687,GBP,card_purchase,2026-03-26 19:15:00,Pret A Manger,5780,2026-08-10 21:00:00
500574,1002,-32812,EUR,card_purchase,2025-12-01 17:39:00,Netflix,7310,2026-08-10 23:00:00
500575,1043,-25867,GBP,card_purchase,2026-06-30 19:57:00,Amazon UK,7635,2026-08-10 16:00:00
500576,1024,-976,GBP,card_purchase,2026-05-04 15:08:00,Amazon UK,6430,2026-08-10 17:00:00
500577,1099,13203,GBP,refund,2025-12-27 16:13:00,TfL,5795,2026-08-10 20:00:00
500578,1061,-10544,USD,direct_debit,2026-01-23 02:41:00,John Lewis,5583,2026-08-10 22:00:00
500579,1033,-3563,GBP,card_purchase,2025-12-07 03:41:00,John Lewis,6303,2026-08-10 22:00:00
500580,1031,-18244,GBP,card_purchase,2025-09-20 10:40:00,Boots,5901,2026-08-10 17:00:00
500581,1102,31297,GBP,transfer_in,2026-04-08 23:58:00,,,2026-08-10 21:00:00
500582,1048,-6140,GBP,card_purchase,2025-07-12 21:45:00,John Lewis,7944,2026-08-10 18:00:00
500583,1120,-42392,USD,card_purchase,2025-07-18 03:57:00,Shell,7607,2026-08-10 22:00:00
500584,1017,42397,EUR,refund,2025-12-04 16:40:00,Netflix,7207,2026-08-10 20:00:00
500585,1003,-16579,GBP,transfer_out,2025-08-23 11:38:00,,,2026-08-10 23:00:00
500586,1063,-32268,GBP,card_purchase,2025-08-14 09:25:00,Pret A Manger,7732,2026-08-10 21:00:00
500587,1070,-39385,GBP,card_purchase,2026-02-13 13:14:00,Deliveroo,6067,2026-08-10 22:00:00
500588,1068,-35644,GBP,direct_debit,2026-05-23 09:42:00,Netflix,7270,2026-08-10 23:00:00
500589,1100,-1376,EUR,transfer_out,2025-09-18 07:36:00,,,2026-08-10 18:00:00
500590,1100,-43291,EUR,transfer_out,2025-09-27 16:40:00,,,2026-08-10 17:00:00
500591,1025,-10251,EUR,transfer_out,2025-11-15 02:29:00,,,2026-08-10 19:00:00
500592,1042,-34438,GBP,card_purchase,2026-01-13 03:40:00,John Lewis,5684,2026-08-10 23:00:00
500593,1107,-7165,EUR,card_purchase,2026-06-05 18:05:00,TfL,6195,2026-08-10 22:00:00
500594,1005,-32256,GBP,card_purchase,2025-10-22 03:07:00,Deliveroo,7966,2026-08-10 19:00:00
500595,1007,-1007,EUR,transfer_out,2026-02-04 16:22:00,,,2026-08-10 20:00:00
500596,1084,-4128,GBP,direct_debit,2025-12-02 21:31:00,Netflix,7696,2026-08-10 17:00:00
500597,1106,-17570,GBP,direct_debit,2026-02-03 01:57:00,Deliveroo,5577,2026-08-10 22:00:00
500598,1107,6514,EUR,refund,2026-03-08 21:47:00,Amazon UK,6357,2026-08-10 17:00:00
500599,1025,-41131,EUR,card_purchase,2026-05-04 07:18:00,Shell,7698,2026-08-10 17:00:00
500600,1096,-30212,USD,card_purchase,2026-06-17 03:24:00,Spotify,7160,2026-08-10 22:00:00
500011,1116,-4990,EUR,card_purchase,2025-12-15 14:17:00,TfL,6826,2026-08-10 19:00:00
